date,regime,close
2025-01-02 05:00:00,0,2658.89990234375
2025-01-03 05:00:00,0,2645.0
2025-01-06 05:00:00,1,2638.39990234375
2025-01-07 05:00:00,0,2656.699951171875
2025-01-08 05:00:00,1,2664.5
2025-01-09 05:00:00,0,2683.800048828125
2025-01-10 05:00:00,1,2708.5
2025-01-13 05:00:00,0,2673.5
2025-01-14 05:00:00,1,2677.5
2025-01-15 05:00:00,0,2712.5
2025-01-16 05:00:00,1,2746.39990234375
2025-01-17 05:00:00,0,2744.300048828125
2025-01-21 05:00:00,1,2755.0
2025-01-22 05:00:00,0,2767.60009765625
2025-01-23 05:00:00,1,2763.10009765625
2025-01-24 05:00:00,0,2777.300048828125
2025-01-27 05:00:00,1,2737.5
2025-01-28 05:00:00,0,2766.800048828125
2025-01-29 05:00:00,1,2769.10009765625
2025-01-30 05:00:00,0,2823.0
2025-01-31 05:00:00,1,2812.5
2025-02-03 05:00:00,0,2833.89990234375
2025-02-04 05:00:00,1,2853.300048828125
2025-02-05 05:00:00,0,2871.60009765625
2025-02-06 05:00:00,1,2856.0
2025-02-07 05:00:00,0,2867.300048828125
2025-02-10 05:00:00,1,2914.300048828125
2025-02-11 05:00:00,0,2912.5
2025-02-12 05:00:00,1,2909.0
2025-02-13 05:00:00,0,2925.89990234375
2025-02-14 05:00:00,1,2883.60009765625
2025-02-18 05:00:00,0,2931.60009765625
2025-02-19 05:00:00,1,2919.39990234375
2025-02-20 05:00:00,0,2940.0
2025-02-21 05:00:00,1,2937.60009765625
2025-02-24 05:00:00,0,2947.89990234375
2025-02-25 05:00:00,1,2904.5
2025-02-26 05:00:00,0,2916.800048828125
2025-02-27 05:00:00,1,2883.199951171875
2025-02-28 05:00:00,0,2836.800048828125
2025-03-03 05:00:00,1,2890.199951171875
2025-03-04 05:00:00,0,2909.60009765625
2025-03-05 05:00:00,1,2915.300048828125
2025-03-06 05:00:00,0,2916.60009765625
2025-03-07 05:00:00,1,2904.699951171875
2025-03-10 04:00:00,0,2891.0
2025-03-11 04:00:00,1,2912.89990234375
2025-03-12 04:00:00,0,2939.10009765625
2025-03-13 04:00:00,1,2984.300048828125
2025-03-14 04:00:00,0,2994.5
2025-03-17 04:00:00,1,3000.0
2025-03-18 04:00:00,0,3035.10009765625
2025-03-19 04:00:00,1,3035.89990234375
2025-03-20 04:00:00,0,3040.0
2025-03-21 04:00:00,1,3018.199951171875
2025-03-24 04:00:00,0,3013.10009765625
2025-03-25 04:00:00,1,3023.699951171875
2025-03-26 04:00:00,0,3020.89990234375
2025-03-27 04:00:00,1,3060.199951171875
2025-03-28 04:00:00,0,3086.5
2025-03-31 04:00:00,1,3122.800048828125
2025-04-01 04:00:00,0,3118.89990234375
2025-04-02 04:00:00,1,3139.89990234375
2025-04-03 04:00:00,0,3097.0
2025-04-04 04:00:00,1,3012.0
2025-04-07 04:00:00,0,2951.300048828125
2025-04-08 04:00:00,1,2968.39990234375
2025-04-09 04:00:00,0,3056.5
2025-04-10 04:00:00,1,3155.199951171875
2025-04-11 04:00:00,0,3222.199951171875
2025-04-14 04:00:00,1,3204.800048828125
2025-04-15 04:00:00,0,3218.699951171875
2025-04-16 04:00:00,1,3326.60009765625
2025-04-17 04:00:00,0,3308.699951171875
2025-04-21 04:00:00,1,3406.199951171875
2025-04-22 04:00:00,0,3400.800048828125
2025-04-23 04:00:00,1,3276.300048828125
2025-04-24 04:00:00,0,3332.0
2025-04-25 04:00:00,1,3282.39990234375
2025-04-28 04:00:00,0,3332.5
2025-04-29 04:00:00,1,3318.800048828125
2025-04-30 04:00:00,0,3305.0
2025-05-01 04:00:00,1,3210.0
2025-05-02 04:00:00,0,3231.89990234375
2025-05-05 04:00:00,1,3311.300048828125
2025-05-06 04:00:00,1,3411.39990234375
2025-05-07 04:00:00,0,3381.39990234375
2025-05-08 04:00:00,1,3296.60009765625
2025-05-09 04:00:00,0,3335.39990234375
2025-05-12 04:00:00,1,3220.0
2025-05-13 04:00:00,0,3240.300048828125
2025-05-14 04:00:00,1,3181.39990234375
2025-05-15 04:00:00,0,3220.699951171875
2025-05-16 04:00:00,1,3182.0
2025-05-19 04:00:00,0,3228.89990234375
2025-05-20 04:00:00,1,3280.300048828125
2025-05-21 04:00:00,0,3309.300048828125
2025-05-22 04:00:00,1,3292.300048828125
2025-05-23 04:00:00,0,3363.60009765625
2025-05-27 04:00:00,1,3299.10009765625
2025-05-28 04:00:00,0,3293.60009765625
2025-05-29 04:00:00,1,3317.10009765625
2025-05-30 04:00:00,0,3288.89990234375
2025-06-02 04:00:00,1,3370.60009765625
2025-06-03 04:00:00,0,3350.199951171875
2025-06-04 04:00:00,1,3373.5
2025-06-05 04:00:00,0,3350.699951171875
2025-06-06 04:00:00,1,3322.699951171875
2025-06-09 04:00:00,0,3332.10009765625
2025-06-10 04:00:00,1,3320.89990234375
2025-06-11 04:00:00,0,3321.300048828125
2025-06-12 04:00:00,1,3380.89990234375
2025-06-13 04:00:00,0,3431.199951171875
2025-06-16 04:00:00,1,3396.39990234375
2025-06-17 04:00:00,0,3386.60009765625
2025-06-18 04:00:00,1,3389.800048828125
2025-06-20 04:00:00,0,3368.10009765625
2025-06-23 04:00:00,1,3377.699951171875
2025-06-24 04:00:00,0,3317.39990234375
2025-06-25 04:00:00,1,3327.10009765625
2025-06-26 04:00:00,0,3333.5
2025-06-27 04:00:00,1,3273.699951171875
2025-06-30 04:00:00,0,3294.39990234375
2025-07-01 04:00:00,1,3336.699951171875
2025-07-02 04:00:00,0,3348.0
2025-07-03 04:00:00,1,3331.60009765625
2025-07-04 04:00:00,0,3332.5
2025-07-07 04:00:00,1,3332.199951171875
2025-07-08 04:00:00,0,3307.0
2025-07-09 04:00:00,1,3311.60009765625
2025-07-10 04:00:00,0,3317.39990234375
2025-07-11 04:00:00,1,3356.0
2025-07-14 04:00:00,0,3351.5
2025-07-15 04:00:00,1,3329.800048828125
2025-07-16 04:00:00,0,3352.5
2025-07-17 04:00:00,1,3340.10009765625
2025-07-18 04:00:00,0,3353.0
2025-07-21 04:00:00,1,3401.89990234375
2025-07-22 04:00:00,0,3439.199951171875
2025-07-23 04:00:00,1,3394.10009765625
2025-07-24 04:00:00,0,3371.0
2025-07-25 04:00:00,1,3334.0
2025-07-28 04:00:00,0,3309.10009765625
2025-07-29 04:00:00,1,3323.39990234375
2025-07-30 04:00:00,0,3295.800048828125
2025-07-31 04:00:00,1,3293.199951171875
2025-08-01 04:00:00,0,3347.699951171875
2025-08-04 04:00:00,1,3374.39990234375
2025-08-05 04:00:00,0,3381.89990234375
2025-08-06 04:00:00,1,3380.0
2025-08-07 04:00:00,0,3400.300048828125
2025-08-08 04:00:00,1,3439.10009765625
2025-08-11 04:00:00,0,3353.10009765625
2025-08-12 04:00:00,1,3348.89990234375
2025-08-13 04:00:00,0,3358.699951171875
2025-08-14 04:00:00,1,3335.199951171875
2025-08-15 04:00:00,0,3336.0
2025-08-18 04:00:00,1,3331.699951171875
2025-08-19 04:00:00,0,3313.39990234375
2025-08-20 04:00:00,1,3343.39990234375
2025-08-21 04:00:00,0,3336.89990234375
2025-08-22 04:00:00,1,3374.39990234375
2025-08-25 04:00:00,0,3373.800048828125
2025-08-26 04:00:00,1,3388.60009765625
2025-08-27 04:00:00,0,3404.60009765625
2025-08-28 04:00:00,1,3431.800048828125
2025-08-29 04:00:00,0,3473.699951171875
2025-09-02 04:00:00,1,3549.39990234375
2025-09-03 04:00:00,0,3593.199951171875
2025-09-04 04:00:00,1,3565.800048828125
2025-09-05 04:00:00,0,3613.199951171875
2025-09-08 04:00:00,1,3638.10009765625
2025-09-09 04:00:00,0,3643.300048828125
2025-09-10 04:00:00,1,3643.60009765625
2025-09-11 04:00:00,0,3636.89990234375
2025-09-12 04:00:00,1,3649.39990234375
2025-09-15 04:00:00,0,3682.199951171875
2025-09-16 04:00:00,1,3688.89990234375
2025-09-17 04:00:00,0,3681.800048828125
2025-09-18 04:00:00,1,3643.699951171875
2025-09-19 04:00:00,0,3671.5
2025-09-22 04:00:00,1,3740.699951171875
2025-09-23 04:00:00,0,3780.60009765625
2025-09-24 04:00:00,1,3732.10009765625
2025-09-25 04:00:00,0,3736.89990234375
2025-09-26 04:00:00,1,3775.300048828125
2025-09-29 04:00:00,0,3820.89990234375
2025-09-30 04:00:00,1,3840.800048828125
2025-10-01 04:00:00,0,3867.5
2025-10-02 04:00:00,1,3839.699951171875
2025-10-03 04:00:00,0,3880.800048828125
2025-10-06 04:00:00,1,3948.5
2025-10-07 04:00:00,0,3976.60009765625
2025-10-08 04:00:00,1,4043.300048828125
2025-10-09 04:00:00,0,3946.300048828125
2025-10-10 04:00:00,1,3975.89990234375
2025-10-13 04:00:00,0,4108.60009765625
2025-10-14 04:00:00,1,4138.7001953125
2025-10-15 04:00:00,0,4176.89990234375
2025-10-16 04:00:00,1,4280.2001953125
2025-10-17 04:00:00,0,4189.89990234375
2025-10-20 04:00:00,1,4336.39990234375
2025-10-21 04:00:00,2,4087.699951171875
2025-10-22 04:00:00,0,4044.39990234375
2025-10-23 04:00:00,1,4125.5
2025-10-24 04:00:00,0,4118.39990234375
2025-10-27 04:00:00,1,4001.89990234375
2025-10-28 04:00:00,0,3966.199951171875
2025-10-29 04:00:00,1,3983.699951171875
2025-10-30 04:00:00,0,4001.300048828125
2025-10-31 04:00:00,1,3982.199951171875
2025-11-03 05:00:00,0,4000.300048828125
2025-11-04 05:00:00,1,3947.699951171875
2025-11-05 05:00:00,0,3980.300048828125
2025-11-06 05:00:00,1,3979.89990234375
2025-11-07 05:00:00,0,3999.39990234375
2025-11-10 05:00:00,1,4111.7998046875
2025-11-11 05:00:00,0,4106.7998046875
2025-11-12 05:00:00,1,4204.39990234375
2025-11-13 05:00:00,0,4186.89990234375
2025-11-14 05:00:00,1,4087.60009765625
2025-11-17 05:00:00,0,4068.300048828125
2025-11-18 05:00:00,1,4061.300048828125
2025-11-19 05:00:00,0,4077.699951171875
2025-11-20 05:00:00,1,4056.5
2025-11-21 05:00:00,0,4076.699951171875
2025-11-24 05:00:00,1,4091.89990234375
2025-11-25 05:00:00,0,4139.2001953125
2025-11-26 05:00:00,1,4165.2001953125
2025-11-28 05:00:00,0,4218.2998046875
2025-12-01 05:00:00,1,4239.2998046875
2025-12-02 05:00:00,0,4186.60009765625
2025-12-03 05:00:00,1,4199.2998046875
2025-12-04 05:00:00,0,4211.7998046875
2025-12-05 05:00:00,1,4212.89990234375
2025-12-08 05:00:00,0,4187.2001953125
2025-12-09 05:00:00,1,4206.7001953125
2025-12-10 05:00:00,0,4196.39990234375
2025-12-11 05:00:00,1,4285.5
2025-12-12 05:00:00,0,4300.10009765625
2025-12-15 05:00:00,1,4306.7001953125
2025-12-16 05:00:00,0,4304.5
2025-12-17 05:00:00,1,4347.5
2025-12-18 05:00:00,0,4339.5
2025-12-19 05:00:00,1,4361.39990234375
2025-12-22 05:00:00,0,4444.60009765625
2025-12-23 05:00:00,1,4482.7998046875
2025-12-24 05:00:00,0,4480.60009765625
2025-12-26 05:00:00,1,4529.10009765625
2025-12-29 05:00:00,2,4325.10009765625
2025-12-30 05:00:00,0,4370.10009765625
2025-12-31 05:00:00,1,4325.60009765625
2026-01-02 05:00:00,0,4314.39990234375
2026-01-05 05:00:00,1,4436.89990234375
2026-01-06 05:00:00,0,4482.2001953125
2026-01-07 05:00:00,1,4449.2998046875
2026-01-08 05:00:00,0,4449.7001953125
2026-01-09 05:00:00,1,4490.2998046875
2026-01-12 05:00:00,0,4604.2998046875
2026-01-13 05:00:00,1,4589.2001953125
2026-01-14 05:00:00,0,4626.2998046875
2026-01-15 05:00:00,1,4616.2998046875
2026-01-16 05:00:00,0,4588.39990234375
2026-01-20 05:00:00,1,4759.60009765625
2026-01-21 05:00:00,0,4831.7998046875
2026-01-22 05:00:00,1,4908.7998046875
2026-01-23 05:00:00,0,4976.2001953125
2026-01-26 05:00:00,1,5079.7001953125
2026-01-27 05:00:00,0,5079.89990234375
2026-01-28 05:00:00,1,5301.60009765625
2026-01-29 05:00:00,0,5318.39990234375
2026-01-30 05:00:00,2,4713.89990234375
2026-02-02 05:00:00,2,4622.5
2026-02-03 05:00:00,2,4903.7001953125
2026-02-04 05:00:00,1,4920.39990234375
2026-02-05 05:00:00,0,4861.39990234375
2026-02-06 05:00:00,1,4951.2001953125
2026-02-09 05:00:00,0,5050.89990234375
2026-02-10 05:00:00,1,5003.7998046875
2026-02-11 05:00:00,0,5071.60009765625
2026-02-12 05:00:00,1,4923.7001953125
2026-02-13 05:00:00,0,5022.0
2026-02-17 05:00:00,1,4882.89990234375
2026-02-18 05:00:00,0,4986.5
2026-02-19 05:00:00,1,4975.89990234375
2026-02-20 05:00:00,0,5059.2998046875
2026-02-23 05:00:00,1,5204.7001953125
2026-02-24 05:00:00,0,5155.7998046875
2026-02-25 05:00:00,1,5206.39990234375
2026-02-26 05:00:00,0,5176.5
